Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Europe & Central Asia,ECS,11.9857351750744,12.2247054163371,12.6101126447509,12.9987556541242,12.9344559107786,12.9247816496259,12.7847838562374,12.8511907103695,12.6569085144783,12.7062811504707,12.3669943730868,12.2351265918305,11.8419886125897,11.6267229403102,11.3411217828528,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Europe & Central Asia (excluding high income),ECA,13.8299649345895,14.1986050399217,14.9633121387843,15.5419513854818,15.6166541591876,15.55523449278,15.5293796054066,15.8074067187476,15.7590814192627,15.7862365431159,15.1765495400149,14.7958383299505,14.1442850971179,13.9370124295771,13.5493548708357,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Europe & Central Asia (IDA & IBRD countries),TEC,13.4072107375146,13.7646208532959,14.4914396700176,15.0811236869169,15.1520974069757,15.0969691488263,15.0137463029572,15.261446611076,15.1833304901212,15.2276596378565,14.6582266763126,14.3504834769896,13.802397920582,13.5838226817726,13.2076573172893,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,European Union,EUU,10.2298606575912,10.3427963585833,10.3921145146796,10.6377615110093,10.4777049401845,10.446584063118,10.1462484829749,10.0315765823146,9.74857179994491,9.85827802751576,9.74187513759078,9.83970228793507,9.71672355167374,9.50739024201225,9.29077439763185,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Fragile and conflict affected situations,FCS,38.1026505001904,37.8078453830469,37.4997313707917,37.1695364106126,36.8379661297197,36.5174561464148,36.1733021195824,35.7957037432122,35.4000733518257,34.9940678699878,34.5784621662003,34.1618307870679,33.7428540274333,33.3471419299934,32.9682997085344,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Heavily indebted poor countries (HIPC),HPC,41.1912886181424,40.7952945341989,40.3815651718319,39.9512712265177,39.5063193388321,39.0482642676189,38.5788662770713,38.1009978609164,37.6190838219366,37.1377884889942,36.6621662875771,36.1963403981866,35.7414648706177,35.2984829713755,34.867895290269,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,High income,HIC,11.6649817900307,11.8570367024132,11.9649342115257,11.9671781151908,11.7068599630844,11.5702041765993,11.3804063379973,11.3239029805217,11.0031477320295,11.034619337286,10.9305696031894,10.8245173385597,10.5243676805806,10.2864528190533,10.0395013679102,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IDA & IBRD total,IBT,22.3164440626255,22.0942675606683,21.9726687752389,21.8406523252186,21.6508712785915,21.3975529313395,21.2003721372419,21.0591575268439,20.8541215562399,20.7336448794982,20.4410573190342,20.4346635477292,20.102508464581,19.5882738401588,19.2992905957704,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Late-demographic dividend,LTE,13.4659346156264,13.2580330806266,13.3252418596547,13.391163065522,13.3577102514051,13.1945948122631,13.1717414006525,13.2849037451436,13.2132099240201,13.3646558412851,13.0330184778382,13.4886071171483,13.0495065373355,12.0455492109751,11.6473116267439,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Latin America & Caribbean,LCN,19.9580980539858,19.5535403859205,19.1845240150574,18.8495750395763,18.54588281539,18.2686723938627,18.0173153416142,17.7795371795212,17.5492350570075,17.3205115693238,17.0887060776366,16.8502218099523,16.6043447997787,16.3622318353316,16.1156449553346,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Latin America & Caribbean (excluding high income),LAC,20.1061936334372,19.6844638344108,19.2977584856592,18.944924185086,18.6272366813668,18.342282033039,18.0870445067156,17.8517061212465,17.6279774084729,17.4086687010208,17.1895629968376,16.9646391471324,16.7330038296969,16.4977252417751,16.254964642859,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,20.1931106148555,19.7836166171185,19.4067483332118,19.0609146527219,18.7469855849607,18.4620206098264,18.2027359549702,17.9599237482532,17.7258286832508,17.4933854660496,17.2606189685065,17.0216024262617,16.7772541413254,16.5319183015271,16.2829786549447,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Least developed countries: UN classification,LDC,36.5636244975655,36.1559733191316,35.7454803050964,35.3345678656715,34.9240387488636,34.5154873103799,34.1099345555532,33.7077548463751,33.3100058753545,32.9179905562469,32.5334972268739,32.1583599612718,31.7914869334421,31.4325558267358,31.0808135233712,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Low & middle income,LMY,22.4029363089181,22.1750456504669,22.0480200246758,21.9079682762292,21.7163313314044,21.4611855677946,21.2679197246145,21.1271763342949,20.9246169063196,20.8034828941519,20.5113384119552,20.503820656322,20.1670241737968,19.6518569066267,19.3631011915122,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Low income,LIC,40.5769105628338,40.1603556443946,39.7270370291435,39.2801755954901,38.8252077178926,38.3677135634131,37.9121535469368,37.4610513843214,37.0156121353552,36.574854533043,36.1381608297929,35.707043932518,35.2805833653763,34.8572069493066,34.4354868864746,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Lower middle income,LMC,25.9005447256851,25.6078924628764,25.3042812852148,24.990373078221,24.6468733873815,24.2823390040742,23.9308635735707,23.5972546384173,23.280423818546,22.9737188479614,22.6751936943474,22.3731532775404,22.0723493644938,21.8053115099881,21.5372509286201,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Middle East & North Africa,MEA,23.765554033082,23.8036378605438,23.8896146591719,24.0051415359155,24.1400906098396,24.264811963566,24.3333831543909,24.3502164213058,24.2775593317379,24.1206873461477,23.8533136932165,23.4905290071002,23.0569295371469,22.5784617519274,22.0683792400848,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Middle East & North Africa (excluding high income),MNA,24.037373631284,24.1467672497422,24.3231682728906,24.5333346634731,24.7779472105323,25.0011667547955,25.1688884828613,25.2588952333661,25.252601242018,25.1352928864593,24.8988024448406,24.5487724187345,24.1155336808478,23.6313515561183,23.1170694924441,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Middle East & North Africa (IDA & IBRD countries),TMN,23.8912819222742,24.0073473875192,24.1940408499721,24.4273583274443,24.6754956895627,24.9026224232673,25.0747254089551,25.169471439916,25.1680950910528,25.0555964628541,24.8234543608795,24.4768893109149,24.0462280876361,23.5631188548876,23.0488800094297,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Middle income,MIC,20.7552464094744,20.5170955222841,20.3907316440218,20.2523760798777,20.0596273280462,19.798855018487,19.6075740543407,19.4754685951653,19.275680365108,19.1654317406295,18.8655770432034,18.8797424049044,18.5291078187114,17.9788540885679,17.6783234212353,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,North America,NAC,13.6654109232456,13.9650969622402,13.9947369269464,13.7337170911691,13.282506353203,12.8116250039648,12.5308454025575,12.4402117817435,12.2398022137896,12.3293986752373,12.2292021450936,12.0387092618893,11.6480152930976,11.4466656199243,11.2453820281991,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,OECD members,OED,12.9894758624532,13.096524575608,13.1345273779302,13.0828877412885,12.8100814862706,12.6693095612756,12.4397842421295,12.3359431039277,12.0757213717281,12.06162559907,11.9445816415986,11.827570973433,11.5517833646518,11.3259656679953,11.0842363015818,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Other small states,OSS,26.8232821746491,26.5151842073923,26.2402774735585,25.946855241882,25.6149581555217,25.3277041110895,25.0369350252449,24.7764116371674,24.5019280419063,24.2630051140784,23.9996766790703,23.7446108479928,23.4414265648818,23.1226278230023,22.7709698649216,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Pacific island small states,PSS,28.1916047151948,28.000924381063,27.8702985703188,27.5610095752568,27.457434515128,27.3741443475869,27.3551081061612,27.2730661915023,27.1663100394145,27.0498128780155,26.8823384952747,26.6494889123992,26.3873577630641,26.0991272201895,25.7505669059364,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Post-demographic dividend,PST,11.1395218229216,11.3804234071186,11.5081654823736,11.5305669620352,11.275761019543,11.1464998406049,10.96097993378,10.9148923218499,10.620139548943,10.6403105193321,10.5496864553038,10.4301086517521,10.0760978433404,9.83300076437542,9.57786835470671,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Pre-demographic dividend,PRE,42.4047613326604,42.105901857081,41.775979021722,41.4142926140246,41.0203756257814,40.5918992173802,40.1270381605822,39.63109906198,39.1123002300184,38.5806413390497,38.0482100007306,37.526783341388,37.0237784260063,36.5449591492278,36.0935387825362,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Small states,SST,25.2042109795479,24.9156861661845,24.7049578804071,24.4444736877863,24.1727380184257,23.9110561990212,23.6969574523461,23.4669291125543,23.2299873677062,22.9842022908608,22.7863779043243,22.555405095161,22.2626592436449,22.000955832408,21.6861078866518,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Asia,SAS,25.2026417796346,24.6822479416976,24.1350534717489,23.567442035987,22.9872464430543,22.4129848519233,21.8659998549495,21.3636656364837,20.9163748062845,20.5291263648168,20.1968154346193,19.9111408887255,19.6537220467178,19.407370372706,19.1639773288933,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Asia (IDA & IBRD),TSA,25.2026417796346,24.6822479416976,24.1350534717489,23.567442035987,22.9872464430543,22.4129848519233,21.8659998549495,21.3636656364837,20.9163748062845,20.5291263648168,20.1968154346193,19.9111408887255,19.6537220467178,19.407370372706,19.1639773288933,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sub-Saharan Africa,SSF,40.4584514236515,40.1886296370677,39.8962274024595,39.5782179265142,39.2322697789082,38.8567234173848,38.449488928119,38.0138498788516,37.5557289069142,37.0834707563778,36.6052036794838,36.1314974405593,35.6677740768272,35.2189126038684,34.7901747569426,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sub-Saharan Africa (excluding high income),SSA,40.4608490687913,40.1911138220215,39.898594859239,39.5805193509265,39.234451513649,38.8590021048298,38.4514326458987,38.0157180468831,37.5576515842277,37.0853645207625,36.6070437063856,36.1332319674466,35.6694596901514,35.2205386335746,34.7917967691332,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,40.4584514236515,40.1886296370677,39.8962274024595,39.5782179265142,39.2322697789082,38.8567234173848,38.449488928119,38.0138498788516,37.5557289069142,37.0834707563778,36.6052036794838,36.1314974405593,35.6677740768272,35.2189126038684,34.7901747569426,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Upper middle income,UMC,14.7202394164863,14.4913507726063,14.5202722895441,14.5401399880357,14.4803944091193,14.2981424950511,14.260699670801,14.3430967907315,14.2558378974713,14.3600874555027,14.0247387096972,14.4097092046914,13.9649338296203,13.0122652646891,12.6284111455903,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,World,WLD,20.5699017036056,20.4218253545326,20.3414121890107,20.2316184954185,20.036033427657,19.8094994717781,19.6279823133659,19.5103835901341,19.2979022930386,19.2100409074316,18.9574083092893,18.9415813371066,18.6206542192841,18.1598576462089,17.8875153658076,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Afghanistan,AFG,44.723,43.87,42.944,41.949,40.903,39.829,38.75,37.69,36.67,35.706,34.809,33.981,33.211,32.487,31.802,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Albania,ALB,12.821,12.398,12.118,11.973,11.945,12.001,12.1,12.197,12.257,12.259,12.197,12.08,11.934,11.78,11.62,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Algeria,DZA,20.774,21.582,22.424,23.226,23.932,24.504,24.934,25.246,25.451,25.538,25.481,25.25,24.846,24.282,23.583,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,American Samoa,ASM,..,21.6,..,..,..,18.7,..,..,..,17.5,..,..,16.6,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Andorra,AND,10.7,10.6,10.1,10.4,9.9,9.8,..,9.5,..,..,..,8.8,..,7.2,7,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Angola,AGO,47.453,47.215,46.92,46.563,46.143,45.656,45.102,44.493,43.847,43.182,42.52,41.882,41.281,40.729,40.232,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Antigua and Barbuda,ATG,18.137,17.72,17.341,17.014,16.749,16.547,16.396,16.272,16.152,16.026,15.883,15.717,15.53,15.327,15.107,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Argentina,ARG,18.735,18.596,18.469,18.355,18.252,18.154,18.055,17.949,17.831,17.698,17.548,17.383,17.205,17.021,16.833,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Armenia,ARM,14.244,14.572,14.855,15.08,15.233,15.304,15.297,15.232,15.125,14.979,14.795,14.568,14.298,13.987,13.646,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Aruba,ABW,12.348,12.053,11.788,11.556,11.361,11.214,11.123,11.09,11.111,11.179,11.281,11.404,11.532,11.652,11.756,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Australia,AUS,12.8,12.9,14.1,14,13.9,13.7,13.6,13.7,13.3,13.2,12.9,12.9,12.6,12.6,12.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Austria,AUT,9.5,9.4,9.2,9.3,9.2,9.4,9.3,9.4,9.4,9.6,9.8,10,10,9.7,9.6,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Azerbaijan,AZE,16.9,17.6,17.7,17.4,17,18.3,19.2,18.8,18.3,17.9,17.2,16.3,14.6,14,14.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Bahamas, The",BHS,15.33,15.306,15.307,15.276,15.19,15.045,14.855,14.659,14.485,14.34,14.224,14.131,14.049,13.968,13.882,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bahrain,BHR,18.778,18.203,17.685,17.239,16.863,16.547,16.271,16.005,15.727,15.426,15.096,14.738,14.365,13.99,13.622,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bangladesh,BGD,24.053,23.384,22.747,22.153,21.605,21.107,20.657,20.245,19.862,19.501,19.156,18.824,18.501,18.184,17.868,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Barbados,BRB,13.069,12.837,12.581,12.308,12.026,11.748,11.489,11.259,11.067,10.916,10.806,10.732,10.683,10.648,10.621,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Belarus,BLR,9.3,9.9,10.7,11.1,11.4,11.4,11.5,12.2,12.5,12.5,12.5,12.4,10.8,9.9,9.3,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Belgium,BEL,11.4,11.6,11.7,11.9,11.8,11.9,11.7,11.5,11.3,11.2,10.8,10.8,10.5,10.4,10.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Belize,BLZ,26.386,25.635,24.944,24.339,23.827,23.402,23.044,22.717,22.395,22.067,21.733,21.4,21.081,20.786,20.51,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Benin,BEN,40.726,40.445,40.167,39.884,39.59,39.278,38.945,38.591,38.219,37.831,37.432,37.027,36.621,36.221,35.831,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bermuda,BMU,13.1,12.5,13.4,12.8,12.5,11.8,10.4,10,10.4,10.5,9.4,9.6,9.3,8.3,8.3,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bhutan,BTN,22.527,21.83,21.174,20.547,19.949,19.397,18.913,18.514,18.201,17.965,17.783,17.625,17.459,17.259,17.012,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bolivia,BOL,27.604,27.049,26.508,25.985,25.486,25.008,24.548,24.1,23.661,23.233,22.821,22.433,22.076,21.75,21.455,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bosnia and Herzegovina,BIH,9.255,9.23,9.251,9.276,9.284,9.256,9.188,9.087,8.963,8.818,8.655,8.477,8.293,8.111,7.938,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Botswana,BWA,28.654,28.498,28.348,28.212,28.079,27.934,27.754,27.524,27.231,26.87,26.44,25.943,25.396,24.821,24.234,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Brazil,BRA,17.243,16.747,16.306,15.921,15.595,15.327,15.11,14.93,14.772,14.624,14.472,14.307,14.125,13.924,13.703,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Brunei Darussalam,BRN,19.211,18.527,17.985,17.616,17.412,17.329,17.294,17.221,17.052,16.765,16.365,15.882,15.376,14.896,14.459,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bulgaria,BGR,9.3,9.7,10,10.4,10.9,10.2,9.6,9.5,9.2,9.4,9.2,9.1,9,8.9,8.8,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Burkina Faso,BFA,44.817,44.407,43.946,43.438,42.89,42.314,41.721,41.127,40.543,39.979,39.437,38.92,38.419,37.93,37.453,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Burundi,BDI,42.981,43.053,43.102,43.11,43.057,42.919,42.682,42.35,41.933,41.44,40.883,40.278,39.646,39.008,38.377,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cabo Verde,CPV,24.314,23.813,23.373,22.995,22.667,22.37,22.084,21.792,21.477,21.132,20.754,20.345,19.919,19.49,19.061,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cambodia,KHM,26.147,26.101,26.05,25.947,25.767,25.502,25.166,24.797,24.422,24.048,23.674,23.291,22.889,22.464,22.02,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cameroon,CMR,40.826,40.636,40.402,40.124,39.797,39.42,38.992,38.522,38.02,37.497,36.964,36.429,35.9,35.386,34.891,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Canada,CAN,10.6,10.9,11.2,11.3,11.3,11.1,11,11,10.8,10.8,10.7,10.6,10.3,10.1,9.9,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cayman Islands,CYM,15.7,13.4,13.8,14.2,14.6,14.8,14.5,13.6,12.5,12.5,11,10.8,9.9,9.9,9.8,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Central African Republic,CAF,40.692,40.427,40.111,39.749,39.346,38.905,38.431,37.933,37.427,36.927,36.454,36.029,35.66,35.348,35.09,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Chad,TCD,49.325,48.848,48.327,47.772,47.194,46.603,46.01,45.42,44.841,44.276,43.73,43.201,42.683,42.172,41.665,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Channel Islands,CHI,10.829,10.796,10.791,10.787,10.771,10.73,10.657,10.557,10.438,10.306,10.17,10.044,9.939,9.861,9.811,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Chile,CHL,15.021,14.914,14.841,14.78,14.712,14.613,14.463,14.258,14.002,13.7,13.369,13.031,12.711,12.428,12.187,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,China,CHN,12.4,12.09,12.1,12.14,12.13,11.9,11.93,12.1,12.08,12.37,12.07,12.95,12.43,10.94,10.5,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Colombia,COL,19.295,18.69,18.124,17.612,17.162,16.779,16.458,16.186,15.945,15.725,15.515,15.308,15.098,14.882,14.655,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Comoros,COM,36.317,36.11,35.904,35.691,35.464,35.209,34.915,34.578,34.199,33.781,33.328,32.852,32.365,31.881,31.407,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Congo, Dem. Rep.",COD,45.702,45.6,45.47,45.307,45.105,44.855,44.549,44.186,43.771,43.309,42.808,42.278,41.732,41.183,40.639,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Congo, Rep.",COG,38.364,38.214,38.017,37.769,37.468,37.109,36.684,36.198,35.663,35.094,34.511,33.933,33.378,32.862,32.397,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Costa Rica,CRI,16.72,16.444,16.225,16.041,15.877,15.719,15.554,15.381,15.194,14.989,14.762,14.512,14.246,13.971,13.689,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cote d'Ivoire,CIV,39.159,38.728,38.325,37.965,37.655,37.395,37.18,36.991,36.812,36.63,36.438,36.225,35.993,35.74,35.464,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Croatia,HRV,9.563,9.33,9.4,9.9,10.1,9.8,9.6,9.8,9.4,9.3,8.9,9,8.9,9,8.9,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cuba,CUB,11.527,11.335,11.21,11.149,11.14,11.16,11.179,11.168,11.108,10.992,10.822,10.611,10.386,10.166,9.962,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Curacao,CUW,..,13.6,13.4,13.8,13,13.6,13.1,13.4,12.7,12.6,11.9,11.2,9.7,10.5,10.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cyprus,CYP,11.821,11.733,11.674,11.626,11.577,11.517,11.441,11.353,11.255,11.143,11.011,10.852,10.668,10.462,10.24,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Czech Republic,CZE,10,10.3,11.1,11.5,11.3,11.2,10.4,10.3,10.2,10.4,10.5,10.7,10.8,10.7,10.5,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Denmark,DNK,11.9,12,11.7,11.8,11.4,11.4,10.6,10.4,10,10.1,10.2,10.8,10.6,10.6,10.5,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Djibouti,DJI,28.234,27.553,26.903,26.304,25.756,25.255,24.787,24.331,23.871,23.402,22.921,22.432,21.944,21.466,20.998,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Dominica,DMA,..,14.9,..,..,..,13.2,..,..,..,12,..,..,9.6,..,..,..
