SeriesName,SeriesCode,CountryName,CountryCode,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,IDA & IBRD total,IBT,73.4225006103516,74.1853408813477,74.5623016357422,75.1599731445313,75.6832504272461,76.6105422973633,77.0747299194336,77.6094436645508,77.8949127197266,78.5571823120117,78.84765625,79.4958419799805,79.8972015380859,79.9915618896484,80.3600006103516,80.6919937133789
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Late-demographic dividend,LTE,90.3109817504883,90.6195373535156,92.0150375366211,92.318717956543,92.7382583618164,92.8221817016602,93.4685363769531,93.6962814331055,93.7691116333008,94.0169677734375,94.1975173950195,94.4572982788086,94.6418762207031,94.8556900024414,95.0957183837891,95.2783813476563
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,89.7384414672852,89.6212463378906,90.3398208618164,90.5862731933594,90.951286315918,91.0865020751953,91.6439666748047,91.9649810791016,92.0354766845703,92.5064086914063,92.6604080200195,93.1192092895508,93.2543792724609,93.4492416381836,93.8959426879883,94.0675430297852
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean (excluding high income),LAC,89.4106597900391,89.2763366699219,89.9534378051758,90.2367706298828,90.6318588256836,90.8012466430664,91.390022277832,91.718132019043,91.8149032592773,92.2999420166016,92.4599304199219,92.9301300048828,93.0955276489258,93.2900085449219,93.7549819946289,93.9320526123047
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,89.4737930297852,89.3553314208984,90.0991287231445,90.3553085327148,90.7353897094727,90.878288269043,91.4522171020508,91.7836608886719,91.8584823608398,92.3443908691406,92.5107498168945,92.984260559082,93.1246109008789,93.3260879516602,93.7860412597656,93.9632797241211
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Least developed countries: UN classification,LDC,45.8437995910645,44.935230255127,45.3095588684082,47.0944900512695,47.7685508728027,48.4452896118164,48.8046989440918,49.7479095458984,51.2719306945801,52.1367416381836,53.6377105712891,55.8485412597656,56.8578681945801,57.6159210205078,58.3247985839844,59.0061302185059
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Low & middle income,LMY,73.1530227661133,73.9280014038086,74.3053894042969,74.9159317016602,75.4450836181641,76.3895034790039,76.8634414672852,77.4066314697266,77.7011108398438,78.3723068237305,78.6684112548828,79.3245315551758,79.7357177734375,79.8329162597656,80.2071075439453,80.5442886352539
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Low income,LIC,43.5250015258789,41.6124305725098,43.245189666748,43.7138404846191,44.2160491943359,44.9123382568359,47.3054084777832,47.877311706543,48.9157981872559,49.4209403991699,50.2316093444824,51.3020210266113,52.3489608764648,52.9132690429688,53.5078392028809,54.0780792236328
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Lower middle income,LMC,56.7774085998535,58.744499206543,58.0646705627441,59.3244285583496,60.1681785583496,62.2936096191406,62.8565483093262,63.715160369873,64.3552017211914,65.4139785766602,66.3174285888672,67.2242736816406,68.0782775878906,68.5915832519531,69.2897872924805,69.9617919921875
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,65.1725616455078,66.1244201660156,66.5801010131836,67.4646682739258,67.6424331665039,68.7493591308594,69.6018371582031,72.2800064086914,71.7169570922852,73.8556594848633,72.3262710571289,73.5672378540039,75.1057891845703,72.3556594848633,72.7718505859375,73.1993179321289
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Middle East & North Africa (excluding high income),MNA,63.225700378418,64.1495819091797,64.5232009887695,65.3546295166016,65.4277114868164,66.54248046875,66.8197708129883,69.7500915527344,68.9823837280273,71.33203125,69.5235977172852,70.8782119750977,72.5970306396484,69.4190063476563,69.8886108398438,70.3521423339844
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,62.976131439209,63.9018402099609,64.2690582275391,65.1007308959961,65.1627197265625,66.280387878418,66.5529327392578,69.5008697509766,68.7161712646484,71.0848236083984,69.2489700317383,70.6110992431641,72.3425979614258,69.12255859375,69.590217590332,70.054069519043
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Middle income,MIC,75.3656921386719,76.3696823120117,76.683708190918,77.3398590087891,77.9070129394531,78.9072494506836,79.2602767944336,79.8342666625977,80.1009674072266,80.8215026855469,81.111198425293,81.7692108154297,82.1637725830078,82.2600021362305,82.656852722168,83.0171279907227
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Other small states,OSS,78.8210372924805,78.5881805419922,77.8127899169922,78.9050903320313,78.1602096557617,78.3499603271484,79.0467681884766,79.4908905029297,79.9636077880859,80.4038162231445,81.3087463378906,81.5689697265625,81.8302993774414,82.1584930419922,82.5439071655273,82.9200286865234
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Pacific island small states,PSS,87.3336181640625,87.4653778076172,87.6523208618164,87.8519134521484,88.0488891601563,88.2543411254883,88.4016265869141,88.5269088745117,88.6438674926758,88.7157516479492,88.8117980957031,88.9789276123047,89.1491928100586,89.1703109741211,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Pre-demographic dividend,PRE,46.7583198547363,49.5331115722656,44.7498588562012,45.0121307373047,44.1467018127441,44.9907302856445,47.1278190612793,49.7419815063477,50.4681015014648,51.7933006286621,51.1674385070801,53.7258491516113,54.9614906311035,54.2574195861816,54.9837493896484,55.6928215026855
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Small states,SST,82.2585830688477,82.1193084716797,81.7082824707031,82.5276412963867,82.0286026000977,82.2015533447266,82.724006652832,83.0065994262695,83.2869186401367,83.6211090087891,84.2871017456055,84.4822387695313,84.6760711669922,84.9098663330078,85.1800384521484,85.4444580078125
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,South Asia,SAS,48.053050994873,49.336181640625,49.878978729248,51.6854095458984,52.7036285400391,55.7265014648438,56.8343086242676,57.4677581787109,58.4543800354004,59.4637413024902,60.5553703308105,62.1380500793457,63.0527687072754,63.7201614379883,64.6446914672852,65.554313659668
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,South Asia (IDA & IBRD),TSA,48.053050994873,49.336181640625,49.878978729248,51.6854095458984,52.7036285400391,55.7265014648438,56.8343086242676,57.4677581787109,58.4543800354004,59.4637413024902,60.5553703308105,62.1380500793457,63.0527687072754,63.7201614379883,64.6446914672852,65.554313659668
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,49.1955108642578,51.5755195617676,48.4812507629395,48.8378486633301,49.5145492553711,50.2607688903809,52.1845893859863,53.4932899475098,54.4701805114746,55.3046112060547,56.1533012390137,57.1350593566895,57.6181907653809,58.3170318603516,58.8786087036133,59.4151992797852
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa (excluding high income),SSA,49.114818572998,51.5006484985352,48.3996086120605,48.7554016113281,49.4340782165527,50.1825790405273,52.1111793518066,53.4195518493652,54.3998413085938,55.2351493835449,56.0862808227539,57.070671081543,57.5594482421875,58.2600784301758,58.8232116699219,59.3613510131836
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,49.1955108642578,51.5755195617676,48.4812507629395,48.8378486633301,49.5145492553711,50.2607688903809,52.1845893859863,53.4932899475098,54.4701805114746,55.3046112060547,56.1533012390137,57.1350593566895,57.6181907653809,58.3170318603516,58.8786087036133,59.4151992797852
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Upper middle income,UMC,89.6297912597656,89.9879837036133,91.1909103393555,91.5110168457031,91.9986114501953,92.2336807250977,92.5347290039063,92.998161315918,93.0801696777344,93.6411209106445,93.5357208251953,94.1047134399414,94.2225112915039,94.0710906982422,94.3184661865234,94.5203704833984
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,World,WLD,77.1474075317383,77.8172836303711,78.1115493774414,78.6642074584961,79.0705490112305,79.804328918457,80.246467590332,80.6990737915039,80.9379119873047,81.526008605957,81.7689971923828,82.3073120117188,82.6396179199219,82.7228927612305,83.0239105224609,83.2975997924805
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Afghanistan,AFG,..,..,..,..,..,..,17.0178394317627,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Albania,ALB,..,..,..,94.6818084716797,..,..,95.6914825439453,96.1360702514648,..,..,..,..,..,97.7611236572266,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Algeria,DZA,..,63.9187889099121,..,67.5487518310547,..,..,..,..,..,..,..,..,..,75.3229675292969,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,53.4072113037109,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,99.4199981689453,..,..,..,99.4199981689453,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Argentina,ARG,..,98.5107727050781,..,..,99.0017623901367,98.9280700683594,98.9998397827148,99.0999526977539,99.0912094116211,98.9328231811523,99.2087707519531,99.1430969238281,..,99.0620422363281,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Armenia,ARM,..,..,..,..,..,..,99.6903533935547,..,..,..,..,..,99.6771621704102,..,..,99.7445068359375
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Aruba,ABW,..,..,..,..,..,96.7197799682617,..,..,..,..,..,..,..,97.8126831054688,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Azerbaijan,AZE,..,..,99.3839416503906,..,99.6821517944336,99.692626953125,99.704963684082,99.7028579711914,99.7168197631836,99.7196578979492,99.7171401977539,99.7195510864258,99.7219924926758,..,99.7267532348633,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bahrain,BHR,..,..,..,..,..,89.0104370117188,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bangladesh,BGD,..,..,43.7408485412598,..,..,..,55.1194381713867,54.2360382080078,57.7890014648438,57.8609313964844,62.2529907226563,69.8972091674805,70.0857009887695,71.1819381713867,71.9483871459961,72.0047836303711
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,99.5999984741211,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Belarus,BLR,..,..,..,..,99.4939880371094,..,..,..,..,..,..,..,..,..,99.8765106201172,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Benin,BEN,..,18.4429092407227,..,..,..,..,..,22.093879699707,..,..,..,..,..,31.0716495513916,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bhutan,BTN,38.6806602478027,..,..,..,..,..,..,45.2045097351074,..,..,..,..,57.0836181640625,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bolivia,BOL,..,..,85.9859390258789,86.8317489624023,86.8214569091797,..,88.0802001953125,91.8732681274414,..,..,88.5828628540039,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,96.8037109375,..,94.9104919433594,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,87.4512100219727,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Brazil,BRA,..,89.8555908203125,90.2280120849609,90.2195510864258,90.4112167358398,90.6817016601563,91.6331481933594,91.6249008178711,91.7649612426758,92.0605163574219,92.3437881469727,93.0212020874023,93.2437133789063,93.4250717163086,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,94.6524810791016,..,..,..,..,..,..,96.3012619018555,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bulgaria,BGR,..,..,..,..,..,..,97.9839019775391,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Burkina Faso,BFA,16.6222400665283,16.291130065918,21.0272197723389,..,..,..,..,..,..,26.2202491760254,..,..,..,31.0440807342529,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Burundi,BDI,..,..,..,43.1571884155273,..,..,..,..,..,54.641658782959,..,..,61.223690032959,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,80.496223449707,..,..,82.0422210693359,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cambodia,KHM,..,..,..,69.5864105224609,69.109016418457,..,..,..,..,71.7817993164063,75.0338668823242,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cameroon,CMR,..,..,63.0220603942871,..,..,64.7994995117188,..,..,..,..,..,..,..,71.5862731933594,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cayman Islands,CYM,..,..,99.0214767456055,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Central African Republic,CAF,..,..,..,..,..,24.355489730835,..,..,..,..,..,..,..,25.7563800811768,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,13.9334096908569,13.9552297592163,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Chile,CHL,..,..,..,97.742057800293,97.4008331298828,..,96.5307083129883,..,96.161750793457,..,96.7439575195313,..,96.3340225219727,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,China,CHN,..,..,..,..,..,92.7112274169922,..,..,..,..,..,..,..,95.1593322753906,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Colombia,COL,92.911247253418,92.2205963134766,92.8456192016602,93.4353713989258,93.4151306152344,93.4867935180664,93.6671295166016,..,..,94.4846572875977,94.4158172607422,94.8902206420898,..,95.3189163208008,95.4690322875977,95.8750610351563
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Comoros,COM,..,..,..,..,..,..,..,42.6372909545898,..,..,..,..,..,52.9563903808594,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,"Congo, Dem. Rep.",COD,..,..,46.1042518615723,..,..,..,..,62.9186401367188,..,..,..,66.4999771118164,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,"Congo, Rep.",COG,67.4807662963867,..,..,..,..,..,72.8770599365234,..,..,..,..,..,..,74.6187591552734,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Costa Rica,CRI,..,..,..,..,..,..,97.5004119873047,..,..,..,..,..,..,97.924430847168,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,30.4617195129395,..,36.7842483520508,..,..,..,..,86.7412490844727,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Croatia,HRV,..,..,..,..,..,..,98.6659088134766,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cuba,CUB,..,..,..,..,..,..,..,99.7998809814453,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Cyprus,CYP,..,..,..,..,..,..,98.1162261962891,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Dominican Republic,DOM,..,..,88.2771682739258,..,..,89.6973037719727,90.2255706787109,90.2241668701172,91.2505111694336,92.1477890014648,92.3210601806641,93.7641296386719,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Ecuador,ECU,..,..,90.8655700683594,91.1225662231445,90.9175491333008,90.4701080322266,90.220817565918,90.9516830444336,92.2180786132813,93.2538604736328,93.2566223144531,93.3145294189453,92.0866928100586,..,..,92.4902420043945
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,"Egypt, Arab Rep.",EGY,56.1215515136719,57.8119087219238,..,..,..,63.5158081054688,..,65.7566604614258,62.7052192687988,..,..,..,65.5056915283203,..,..,..
